6.2096,0.0,0.0,0.6332,2.8337,0.0496,60.0863,11595.9468,17.4491,3.418,189003464.16,298742.01,342934.8,286888.4945,382961.295,279841750.4533,6.8153,26.8407,402564.7633
6.2082,0.0,0.0,1.8273,3.0693,0.0458,58.5617,14408.169,18.9357,3.6167,186582332.6933,302354.8733,346112.8667,291427.6328,386939.122,280569723.7333,7.471,27.2547,447998.68
6.1989,0.0,0.0,0.1617,2.7813,0.042,59.9873,14045.1796,16.5161,3.3403,171309235.5733,280012.2333,322191.06,272314.6274,360191.6111,256736012.32,6.8777,27.001,417899.9633
6.1991,0.0,0.0,0.3177,3.152,0.0384,59.4007,12921.8592,17.1806,3.4777,176967382.7733,286641.0633,329616.61,278649.6104,366200.3608,258106683.2533,7.3737,26.5993,428040.0233
6.2009,0.0,0.0,0.3688,3.2230000000000003,0.0408,62.264,12751.4566,16.6783,2.9903,161197272.2667,257474.7033,297569.2,249586.7368,330115.2441,234239274.08,6.1560000000000015,25.3737,364934.6133
6.2116,0.0,0.0,1.3553,4.7793,0.0408,60.5183,16727.3749,18.4483,3.0173,156141692.2133,254961.5133,292765.9133,247369.7815,324741.1804,227951747.7867,6.54,25.149,375203.3767
6.2044,0.0,0.0,1.053,3.4717,0.0371,61.657,12607.2643,17.2454,3.0883,161731175.0933,262045.1133,298856.78,253069.7817,330475.1504,230133553.3333,6.5070000000000014,25.2823,387019.1533
6.2005,0.0,0.0,0.3686,3.342,0.0351,62.291,12450.8546,17.2676,2.9143,148330390.24,245148.4033,279909.9367,238280.5764,310572.8888,214361031.8933,6.2963,25.1703,381286.55
6.1978,0.0,0.0,0.5646,2.7207,0.0566,63.875,11688.4013,15.2948,2.607,146891087.4133,231178.67,261098.42,216862.2149,288205.0846,206535570.72,5.4,25.3983,333450.6867
6.2085,0.0,0.0,3.0639,2.8017,0.0432,63.4343,8999.6485,16.4562,2.61,139945053.0133,227409.8567,257330.2433,216699.7464,284501.6447,198447030.1867,5.4947,25.6397,342371.2167
6.2044,0.0,0.0,0.3478,3.597,0.0408,63.997,11050.0562,15.8705,2.5707,131047806.7467,218349.9633,245897.1233,209419.1377,272147.9823,185705370.3467,5.4863,24.3277,337561.9433
6.1979,0.0,0.0,0.2243,3.193,0.0428,65.369,14288.0805,15.4627,2.4227,134103611.2,213789.5233,242370.98,201985.3408,266372.9025,185779137.2267,5.2023,23.806,307704.6033
6.2046,0.0,0.0,1.0212,2.5587,0.0455,66.3013,11732.5286,14.5829,2.3583,131034318.96,208295.3833,234692.1933,196295.7664,257809.4686,179402254.3467,5.0683,23.7063,306908.8933
6.2008,0.0,0.0,0.3602,2.8327,0.0406,66.2517,12225.9563,14.0105,2.4233,128103246.4533,207846.2733,233080.1767,196838.066,256083.9985,175402258.9333,5.3260000000000005,23.1617,318431.1167
6.2010000000000005,0.0,0.0,0.1703,2.8480000000000003,0.0402,67.895,12261.1902,14.5716,2.201,119917181.68,193011.7367,217225.9367,182570.0948,238452.5268,162893186.88,5.1093,21.9407,290805.71
6.205,0.0,0.0,0.0916,3.2493,0.0384,66.2547,10924.6749,14.7062,2.2573,116398079.7867,191717.1033,214638.2167,182421.8464,236009.4094,159121297.0667,5.174,23.0683,304168.6667
