3.2218,0.0,0.0,0.006,0.0067,0.2299,81.67399999999998,37125.7888,9.6225,0.3637,37581819.32,38211.74,30589.1267,27248.0877,30417.9358,4754137.36,1.483,16.462,85720.6467
3.2251,0.0,0.0,0.0073,0.0033,0.2556,78.8887,9169.1875,8.4165,0.459,42968302.5733,43858.9867,36329.65,31863.5134,36113.6905,5612394.6233,1.4537,19.163,93591.2267
3.2092,0.0,0.0,0.0,0.0,0.2672,78.7507,7455.638000000001,9.2985,0.5167,45914864.0133,47045.6633,39897.7367,34691.7824,39659.6403,6110476.0467,1.4697,19.2533,96802.25
3.2296,0.0,0.0,0.0,0.0067,0.274,75.8117,6230.884,10.5778,0.585,49658196.2933,50232.7133,42688.18,37131.365,42430.4934,6540154.2033,1.5947,21.996,98790.3867
3.2067,0.0,0.0,0.0,0.0033,0.2791,76.692,5996.7495,11.5822,0.5803,50387809.24,50954.59,43293.5633,37425.0924,43028.0087,6601367.4133,1.57,21.1387,99649.8233
3.2368,0.0,0.0,0.0,0.0,0.2966,74.0977,24703.5181,11.9978,0.624,52164033.9067,52860.1267,45157.17,38960.5656,44868.9329,6875910.4767,1.7983,23.4607,103380.13
3.2244,0.0,0.0,0.0,0.0033,0.3106,73.7523,26699.6008,13.7034,0.6633,53784820.6533,54444.17,46449.7767,40151.9274,46141.1367,7014560.9467,1.801,23.7867,106104.1367
3.2323,0.0,0.0,0.0,0.0,0.3125,71.3257,6163.0667,11.5101,0.706,57984384.2267,57556.1133,48632.7533,42458.4826,48307.861,7243029.69,1.95,26.0113,106868.3167
3.2186,0.0,0.0,0.0,0.0,0.1558,89.2587,7416.0936,7.151,0.1383,29855745.9267,26063.6767,16805.8333,16561.0806,16712.2871,2398146.2833,0.7557,9.8377,49339.0433
3.2385,0.0,0.0,0.0,0.0,0.1768,87.5693,6540.8532,6.0427,0.1967,33475553.6133,29981.48,20468.7667,19620.1054,20356.7728,2999781.0833,0.8959999999999999,11.3357,57449.8567
3.2131,0.0,0.0,0.0,0.02,0.1934,86.4337,5704.2277,6.062,0.235,37650325.6067,34768.2733,25605.1767,24178.475,25470.0417,3803464.1033,0.9993,12.284,64332.1567
3.2208,0.0,0.0,0.0,0.0,0.2133,82.5707,5197.3388,7.5198,0.359,39228498.04,38537.9767,30888.0467,28006.7176,30722.0556,4806258.18,1.1707,15.8833,77638.07
3.2231,0.0,0.0,0.0,0.0127,0.2172,78.9907,36219.3261,9.3403,0.4757,46353648.56,45934.2833,37338.2533,33536.0811,37144.0298,5617394.5467,1.578,18.905,94180.24
3.2212,0.0,0.0,0.0,0.0,0.2466,75.27,8861.5943,11.1862,0.6157,51319180.1867,52028.1633,44134.6533,38869.5013,43890.0689,6698616.5633,1.7287,22.3753,105362.2367
3.2121,0.0,0.0,0.0,0.0037,0.2595,74.39,6398.5434,10.1329,0.7037,55102569.0,56531.5067,49296.2933,42909.7163,49018.3855,7464370.5867,1.7887,23.1143,112162.1067
3.2311,0.0,0.0,0.0033,0.0033,0.264,70.9583,7298.0745,11.2385,0.7683,58200297.2533,59460.71,51972.1967,45061.0955,51675.6267,7863462.8333,1.9403,26.3037,114848.2333
3.2113,0.0,0.0,0.0,0.0,0.277,71.1467,6542.7325,11.7091,0.804,60211431.2533,61338.3867,53573.64,46351.8836,53256.625,8113973.5133,1.9513,26.108,116672.6267
3.2224,0.0,0.0,0.0,0.01,0.2864,70.1857,5736.2078,13.3816,0.84,63130975.96,63891.8867,55561.2933,48243.5787,55225.5614,8323161.73,2.0483,26.9063,119135.2867
3.2178,0.0,0.0,0.0,0.0,0.305,69.3487,5424.1422,12.5579,0.8583,62132388.4267,63630.3667,56211.15,48405.6265,55852.1946,8444830.9133,2.0853,27.706,120984.7167
3.2194,0.0,0.0,0.02,0.0,0.3377,72.4477,4885.411,11.6243,0.8597,51416684.48,56962.7167,56632.7367,47283.2605,56242.3617,8682363.2467,2.0593,24.6127,126121.2467
3.2110000000000003,0.0,0.0,0.0,0.003,0.207,93.5563,5281.6775,6.0233,0.127,13935330.77,15935.19,16287.66,13909.9979,16182.9345,2628386.2633,0.6659999999999999,5.6043,52369.66
3.2347,0.0,0.0,0.0033,0.0,0.2128,92.13,5301.2482,5.114,0.1797,17094244.3533,19474.0,19468.5967,16580.6804,19351.0646,3173065.9133,0.8177,6.8387,60219.9033
3.2110000000000003,0.0,0.0,0.0,0.0,0.2213,90.5263,4859.0588,5.0248,0.262,19916128.8467,23707.3833,24725.5733,20860.8538,24583.2373,3944672.2933,0.9377,8.2637,69844.5867
3.2209,0.0,0.0,0.0,0.0,0.2319,87.1797,73717.6704,6.064,0.394,26634054.9067,31875.9267,33488.5867,27937.7283,33305.6709,5292248.9967,1.2743,11.148,88231.2
3.2460000000000004,0.0,0.0,2.575,0.006999999999999999,0.2317,82.1153,52205.3079,7.1093,0.4647,31965344.3533,36929.0633,37462.39,31288.5429,37265.4137,5830879.88,1.643,15.7283,99726.3467
3.2109,0.0,0.0,0.0,0.003,0.2539,76.5473,13272.5528,10.3936,0.6777,38742978.9067,45467.6433,46103.4967,38792.3378,45848.5872,7246906.3133,1.8637,20.915,115544.79
3.2213,0.0,0.0,0.0,0.0,0.2742,76.418,6589.0218,10.2733,0.7340000000000001,42457103.76,49556.2867,50649.21,42323.0894,50355.0217,7886167.4067,1.8893,20.9387,120931.8267
3.2208,0.0,0.0,0.0,0.0033,0.2933,74.5613,6091.4429,10.9369,0.8137,45749771.7067,53014.31,53730.2167,44915.0548,53399.8909,8339486.8933,2.0623,22.5587,127368.7133
2.0257,0.0,0.0,0.0486,0.0,0.3087,73.7663,5075.4497,12.0163,0.856,47118531.0267,54815.32,55857.55,46648.7451,55500.9632,8678738.6067,2.1187,23.2617,130651.4267
0.2222,0.0,0.0,0.0,0.0,0.3307,72.373,4745.7831,11.7556,0.9337,49716670.5733,57724.9867,58592.92,49021.2044,58197.0823,9102013.3233,2.1937,24.5023,135562.2133
0.2332,0.0,0.0,0.0,0.0,0.3556,71.1423,4965.51,12.7201,0.9843,51327777.36,60006.2167,60891.3567,51140.7738,60453.4414,9483318.2433,2.311,25.5393,142376.4267
1.7398,0.0,0.0,0.0,0.0,0.3809,70.2477,5544.2317,12.649,1.0437,51329845.7467,61160.53,62699.22,52383.5275,62220.8943,9876692.7167,2.4407,26.2623,148916.9133
3.2113,0.0,0.0,0.0,0.0,0.2258,86.7773,7183.8734,7.8308,0.3973,23729704.7,30353.6267,32165.74,26862.0965,31993.1441,5263467.2333,1.301,11.5037,92199.33
3.2329,0.0,0.0,0.0,0.0,0.2277,83.9553,6182.7596,7.206,0.494,29647948.1,36162.8733,37389.0367,31099.8137,37191.9926,6095077.4633,1.4813,14.063,100583.2167
3.2127,0.0,0.0,0.0037,0.0107,0.228,82.5113,5370.58,7.2026,0.5387,34277952.6067,40506.67,41319.57,34287.5734,41106.7889,6526346.7767,1.5313,15.3973,102831.2133
3.2186,0.0,0.0,0.0,0.0,0.2339,80.8717,23432.49,8.5377,0.605,37128696.14,43235.8767,44148.99,36483.472,43919.1021,6879986.7567,1.6543,16.862000000000002,105251.04
3.2292,0.0,0.0,0.0,0.0033,0.2226,82.294,70682.4986,7.1774,0.4577,30767182.22,34729.1533,34240.3433,28495.8763,34059.9934,5251468.55,1.5113,15.745,88914.4967
3.2101,0.0,0.0,0.0,0.0033,0.3265,72.446,15338.1524,12.6843,0.826,41089140.38,49283.1167,50415.42,42050.9459,50069.2237,8016376.97,2.1590000000000003,24.56,127173.6533
3.2231,0.0,0.0,0.0,0.0,0.3549,74.6063,5457.0344,10.8379,0.8323,41955046.24,50808.8233,52702.2667,43840.0865,52314.3932,8381331.2033,2.1197,22.412,132490.0633
3.2258,0.0,0.0,0.0,0.0,0.38,72.7077,6504.0861,11.417,0.9113,44844099.0533,54034.7033,55662.0467,46404.8785,55230.901,8814421.2967,2.2880000000000003,24.0867,139738.5267
